global_step,callback_call,rollout,wall_time_s,env_id,episode,sample_index,episode_step,reward,episode_return,terminal,timeout,termination_reason,pin_x,pin_y,pin_z,pin_qw,pin_qx,pin_qy,pin_qz,pipe_x,pipe_y,pipe_z,pipe_qw,pipe_qx,pipe_qy,pipe_qz,center_x,center_y,center_z,center_qw,center_qx,center_qy,center_qz,ee_frame_x,ee_frame_y,ee_frame_z,ee_frame_qw,ee_frame_qx,ee_frame_qy,ee_frame_qz
20057344,4896,32,1.68,0,12,14,70,-0.011871508379888268,-0.20153631284916199,0,0,,0.036248117796082724,-0.011528119633441596,0.07099441340782123,0.9999522100495132,0.0,0.0,0.009776380572290862,0.03594376073311681,-0.012,0.05531284916201117,0.9999923535567626,0.0,0.0,-0.003910604557703921,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.037243462451700536,-0.011528119633441596,0.11794038287662424,0.9997041710577639,0.0,0.0,0.024322219670688528
20061440,4897,32,1.7999999999999998,0,12,15,75,-0.01164804469273743,-0.2131843575418994,0,0,,0.03630340354976375,-0.01149746890337603,0.07163687150837988,0.9999451391521051,0.0,0.0,0.01047466878125508,0.03600506219324794,-0.012,0.05533519553072626,0.9999912221969183,0.0,0.0,-0.004189931874569527,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03730336504620166,-0.01149746890337603,0.11871872349597366,0.999661416944214,0.0,0.0,0.026020212779423752
20065536,4898,32,1.92,0,12,16,80,-0.011424581005586592,-0.224608938547486,0,0,,0.036352268133114984,-0.011467437289304229,0.07227932960893854,0.99993758062503,0.0,0.0,0.011172951882179817,0.03606512542139154,-0.012,0.055357541899441344,0.999990012812729,0.0,0.0,-0.004469258864515575,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03734576804345506,-0.011467437289304229,0.11949642285793043,0.9996160009475576,0.0,0.0,0.02771011818113367
20069632,4899,32,2.04,0,12,17,85,-0.011201117318435753,-0.23581005586592177,0,0,,0.036394470816538245,-0.011438061790036248,0.0729217877094972,0.9999295344719737,0.0,0.0,0.011871229534542834,0.03612387641992751,-0.012,0.05537988826815642,0.9999887254042891,0.0,0.0,-0.004748585505747565,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0373705023008283,-0.011438061790036248,0.1202734393051341,0.9995679791397083,0.0,0.0,0.02939141164625453
20073728,4900,32,2.16,0,12,18,90,-0.010977653631284915,-0.2467877094972067,0,0,,0.03642980369004382,-0.011409378596051727,0.07356424581005587,0.9999210006968601,0.0,0.0,0.012569501397824551,0.03618124280789655,-0.012,0.05540223463687151,0.9999873599716989,0.0,0.0,-0.00502791177647103,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03737755343846461,-0.011409378596051727,0.12104973139057736,0.9995174108070263,0.0,0.0,0.031063571810373128
20077824,4901,32,2.28,0,12,19,95,-0.010754189944134077,-0.25754189944134076,0,0,,0.036458092687511455,-0.011381423044913392,0.07420670391061453,0.9999119793038506,0.0,0.0,0.01326776713150821,0.036237153910173216,-0.012,0.055424581005586594,0.999985916515065,0.0,0.0,-0.0053072376548915275,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03736706071945198,-0.011381423044913392,0.12182525789037267,0.9994643583766687,0.0,0.0,0.032726080344488546
20081920,4902,32,2.4,0,12,20,100,-0.010530726256983241,-0.268072625698324,0,0,,0.036479198444220824,-0.011354229577731339,0.07484916201117318,0.9999024702973445,0.0,0.0,0.013966026395080045,0.036291540844537326,-0.012,0.05544692737430167,0.9999843950345001,0.0,0.0,-0.005586563119214648,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03733931443602518,-0.011354229577731339,0.12259997781645016,0.9994088873390526,0.0,0.0,0.03437842212372173
20086016,4903,32,2.52,0,12,21,105,-0.010307262569832401,-0.2783798882681564,0,0,,0.036493016983426725,-0.011327831696731737,0.07549162011173184,0.9998924736819791,0.0,0.0,0.01466427884802944,0.03634433660653653,-0.012,0.05546927374301676,0.9999827955301228,0.0,0.0,-0.005865888147646014,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03729475183603451,-0.011327831696731737,0.12337385042918286,0.9993510661665301,0.0,0.0,0.0360200853943959
20090112,4904,32,2.6399999999999997,0,12,22,110,-0.010083798882681565,-0.288463687150838,0,0,,0.036499480228596795,-0.011302261923982255,0.0761340782122905,0.9998819894626292,0.0,0.0,0.015362524149849104,0.0363954761520355,-0.012,0.055491620111731844,0.9999811180020579,0.0,0.0,-0.006145212718391282,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03723395163903556,-0.011302261923982255,0.12414683524993544,0.9992909662283785,0.0,0.0,0.037650561939412894
20094208,4905,32,2.76,0,12,23,115,-0.009860335195530725,-0.2983240223463687,0,0,,0.03649855633878805,-0.011277551761325008,0.07677653631284917,0.9998710176444076,0.0,0.0,0.016060761960035235,0.03644489647734998,-0.012,0.05551396648044693,0.9999793624504365,0.0,0.0,-0.006424536809656143,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03715762720590657,-0.011277551761325008,0.12491889207353254,0.9992286617022146,0.0,0.0,0.03926934724185324
20098304,4906,32,2.88,0,12,24,120,-0.009636871508379889,-0.30796089385474856,0,0,,0.036490249865510124,-0.011253731651566453,0.07741899441340783,0.9998595582326646,0.0,0.0,0.016758991938087678,0.0364925366968671,-0.012,0.05553631284916201,0.9999775288753953,0.0,0.0,-0.006703860399646328,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03706661843972993,-0.011253731651566453,0.12568998098064282,0.9991642294819431,0.0,0.0,0.04087594064672991
20102400,4907,32,3.0,0,12,25,125,-0.009413407821229049,-0.31737430167597763,0,0,,0.03647460173030245,-0.011230830940971968,0.07806145251396648,0.9998476112329886,0.0,0.0,0.017457213743510103,0.03653833811805607,-0.012,0.055558659217877095,0.9999756172770775,0.0,0.0,-0.006983183466567604,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03696188250863165,-0.011230830940971968,0.1264600623500751,0.9990977490823593,0.0,0.0,0.042469845520828414
20106496,4908,32,3.12,0,12,26,130,-0.009189944134078212,-0.32656424581005583,0,0,,0.036451689023135773,-0.011208877843111406,0.07870391061452514,0.9998351766512056,0.0,0.0,0.01815542703581017,0.03658224431377719,-0.012,0.05558100558659218,0.9999736276556324,0.0,0.0,-0.007262505988625783,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0368444834932212,-0.011208877843111406,0.12722909687098255,0.9990293025405235,0.0,0.0,0.044050569410568396
20110592,4909,32,3.2399999999999998,0,12,27,135,-0.008966480446927372,-0.3355307262569832,0,0,,0.03642162462263119,-0.011187899404100103,0.0793463687150838,0.9998222544933794,0.0,0.0,0.018853631474499675,0.03662420119179979,-0.012,0.055603351955307266,0.9999715600112149,0.0,0.0,-0.007541827944026714,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0367155810720858,-0.011187899404100103,0.12799704555497127,0.9989589743140336,0.0,0.0,0.04561762419782468
20114688,4910,32,3.36,0,12,28,140,-0.008743016759776536,-0.3442737430167597,0,0,,0.03638455663996773,-0.011167921469278185,0.07998882681564246,0.9998088447658114,0.0,0.0,0.019551826719094743,0.03666415706144364,-0.012,0.055625698324022345,0.9999694143439866,0.0,0.0,-0.007821149310976293,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03657641836835463,-0.011167921469278185,0.1287638697481097,0.9988868511763251,0.0,0.0,0.047170526253648426
20118784,4911,32,3.48,0,12,29,145,-0.008519553072625698,-0.3527932960893854,0,0,,0.03634066768921799,-0.011148968651369226,0.08063128491620111,0.9997949474750413,0.0,0.0,0.02025001242911598,0.03670206269726155,-0.012,0.05564804469273743,0.9999671906541148,0.0,0.0,-0.008100470067680462,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.036428309088557424,-0.011148968651369226,0.12952953114283475,0.9988130221091285,0.0,0.0,0.048708796589831634
20122880,4912,32,3.5999999999999996,0,12,30,150,-0.00829608938547486,-0.3610893854748603,0,0,,0.03629017398770653,-0.011131064300157499,0.08127374301675977,0.999780562627846,0.0,0.0,0.020948188264088646,0.036737871399685006,-0.012,0.055670391061452516,0.9999648889417729,0.0,0.0,-0.008379790192345214,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03627262409177527,-0.011131064300157499,0.1302939917897515,0.9987375781922219,0.0,0.0,0.05023196100826137
20126976,4913,32,3.7199999999999998,0,12,31,155,-0.00807262569832402,-0.3691620111731843,0,0,,0.036233324290823085,-0.011114230473721134,0.08191620111731844,0.9997656902312404,0.0,0.0,0.021646353883542812,0.036771539052557735,-0.012,0.055692737430167595,0.9999625092071408,0.0,0.0,-0.008659109663176585,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03611077753234698,-0.011114230473721134,0.1310572141093226,0.9986606124906166,0.0,0.0,0.05173955024801267
20131072,4914,32,3.84,0,12,32,160,-0.007849162011173184,-0.3770111731843575,0,0,,0.03617039866653812,-0.011098487911256678,0.0825586592178771,0.999750330292477,0.0,0.0,0.022344508947013526,0.03680302417748665,-0.012,0.05571508379888268,0.9999600514504039,0.0,0.0,-0.008938428458380665,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035944212723100395,-0.011098487911256678,0.13181916090344326,0.9985822199393177,0.0,0.0,0.05323110013013201
20135168,4915,32,3.96,0,12,33,165,-0.007625698324022346,-0.38463687150837983,0,0,,0.03610170711565815,-0.011083856007528495,0.08320111731843575,0.9997344828190463,0.0,0.0,0.02304265311404099,0.036832287984943014,-0.012,0.055737430167597767,0.9999575156717541,0.0,0.0,-0.009217746556163597,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03577438786818839,-0.011083856007528495,0.1325797953668994,0.9985024972258053,0.0,0.0,0.05470615170006653
20139264,4916,32,4.08,0,12,34,170,-0.0074022346368715075,-0.39203910614525134,0,0,,0.036027588044618,-0.011070352788974504,0.08384357541899441,0.9997181478186764,0.0,0.0,0.023740786044170726,0.036859294422051,-0.012,0.05575977653631285,0.9999549018713892,0.0,0.0,-0.009497063934731579,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035602761815104425,-0.011070352788974504,0.13333908109870443,0.9984215426703824,0.0,0.0,0.05616425136769615
20143360,4917,32,4.2,0,12,35,175,-0.007178770949720669,-0.39921787709497203,0,0,,0.03594840659833379,-0.0110579948914977,0.08448603351955307,0.9997013252993332,0.0,0.0,0.02443890739695372,0.036884010217004604,-0.012,0.05578212290502793,0.9999522100495132,0.0,0.0,-0.009776380572290862,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03543077997433326,-0.0110579948914977,0.1340969821133115,0.9983394561045412,0.0,0.0,0.057604951044929964
20147456,4918,32,4.32,0,12,36,180,-0.006955307262569831,-0.40617318435754185,0,0,,0.03586455286132971,-0.011046797539970789,0.08512849162011174,0.9996840152692201,0.0,0.0,0.025137016831946617,0.03690640492005843,-0.012,0.05580446927374302,0.999949440206336,0.0,0.0,-0.01005569644704776,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03525986055237374,-0.011046797539970789,0.13485346285169794,0.9982563387474991,0.0,0.0,0.05902780828082996
20151552,4919,32,4.4399999999999995,0,12,37,185,-0.006731843575418993,-0.41290502793296086,0,0,,0.035776439936000784,-0.01103677452947922,0.0857709497206704,0.9996662177367788,0.0,0.0,0.025835114008711864,0.036926450941041564,-0.012,0.0558268156424581,0.999946592342074,0.0,0.0,-0.01033501153720864,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035091381239588784,-0.01103677452947922,0.1356084881923181,0.9981722930810585,0.0,0.0,0.06043238639422901
20155648,4920,32,4.56,0,12,38,190,-0.006508379888268155,-0.419413407821229,0,0,,0.035684501907478905,-0.011027938208325698,0.08641340782122905,0.9996479327106882,0.0,0.0,0.026533198586817894,0.03694412358334861,-0.012,0.05584916201117318,0.999943666456949,0.0,0.0,-0.010614325820979936,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03492666648854269,-0.011027938208325698,0.13636202346192192,0.9980874227229488,0.0,0.0,0.0618182546038123
20159744,4921,32,4.68,0,12,39,195,-0.006284916201117319,-0.4256983240223463,0,0,,0.035589191705128136,-0.01102029946281714,0.08705586592178771,0.999629160199865,0.0,0.0,0.02723127022583928,0.036959401074365725,-0.012,0.05587150837988827,0.9999406625511896,0.0,0.0,-0.010893639276568142,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03476697551124608,-0.01102029946281714,0.13711403444623455,0.9980018322988051,0.0,0.0,0.06318498815563463
20163840,4922,32,4.8,0,12,40,200,-0.006061452513966481,-0.4317597765363128,0,0,,0.035490978871204656,-0.011013867703852789,0.08769832402234637,0.9996099002134639,0.0,0.0,0.027929328585356905,0.036972264592294427,-0.012,0.05589385474860335,0.99993758062503,0.0,0.0,-0.011172951882179817,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03461349111512855,-0.011013867703852789,0.13786448740049567,0.997915627312947,0.0,0.0,0.06453216844804882
20167936,4923,32,4.92,0,12,41,205,-0.005837988826815641,-0.43759776536312844,0,0,,0.035390347247673835,-0.011008650855330029,0.08834078212290503,0.999590152760877,0.0,0.0,0.028627373324958134,0.03698269828933995,-0.012,0.05591620111731844,0.9999344206787109,0.0,0.0,-0.01145226361602159,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03446730948769535,-0.011008650855330029,0.13861334905985315,0.9978289140181155,0.0,0.0,0.06585938315402311
20172032,4924,32,5.04,0,12,42,210,-0.0056145251396648044,-0.44321229050279326,0,0,,0.03528779259258036,-0.011004655344382185,0.08898324022346368,0.9995699178517344,0.0,0.0,0.02932540410423696,0.036990689311235635,-0.012,0.05593854748603352,0.9999311827124786,0.0,0.0,-0.01173157445630015,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.034329431028811024,-0.011004655344382185,0.1393605866496098,0.9977417992843302,0.0,0.0,0.06716622634082853
20176128,4925,32,5.16,0,12,43,215,-0.005391061452513966,-0.4486033519553072,0,0,,0.035183820137714164,-0.011001886093460322,0.08962569832402234,0.9995491954959038,0.0,0.0,0.030023420582794193,0.03699622781307936,-0.012,0.0559608938547486,0.9999278667265858,0.0,0.0,-0.012010884381222262,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03420075231751253,-0.011001886093460322,0.14010616789531832,0.9976543904670321,0.0,0.0,0.06845229858707955
20180224,4926,32,5.279999999999999,0,12,44,220,-0.005167597765363128,-0.45377094972067034,0,0,,0.03507894209960437,-0.011000346514268804,0.090268156424581,0.9995279857034906,0.0,0.0,0.030721422420237617,0.0369993069714624,-0.012,0.05598324022346369,0.9999244727212915,0.0,0.0,-0.01229019336899476,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.034082059287324364,-0.011000346514268804,0.140850061032723,0.9975667952746713,0.0,0.0,0.06971720709711446
20184320,4927,32,5.3999999999999995,0,12,45,225,-0.004944134078212288,-0.45871508379888265,0,0,,0.03497367515610312,-0.011000038503562097,0.09091061452513967,0.9995062884848378,0.0,0.0,0.031419409276182156,0.036999922992875814,-0.012,0.056005586592178774,0.9999210006968601,0.0,0.0,-0.012569501397824551,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033974021670371925,-0.011000038503562097,0.1415922348175433,0.9974791216359071,0.0,0.0,0.07096056581270421
20188416,4928,32,5.52,0,12,46,230,-0.004720670391061452,-0.4634357541899441,0,0,,0.03486853790099085,-0.01100096244080797,0.09155307262569833,0.9994841038505262,0.0,0.0,0.03211738081025004,0.036998075118384065,-0.012,0.05602793296089385,0.9999174506535627,0.0,0.0,-0.012848808445918623,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033877188756320877,-0.01100096244080797,0.14233265853509824,0.9973914775665823,0.0,0.0,0.07218199552208113
20192512,4929,32,5.64,0,12,47,235,-0.004497206703910614,-0.4679329608938547,0,0,,0.034764048289142875,-0.011003117187719997,0.09219553072625698,0.9994614318113743,0.0,0.0,0.03281533668207096,0.036993765624560006,-0.012,0.05605027932960894,0.9999138225916764,0.0,0.0,-0.013128114491484029,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033791986497468576,-0.011003117187719997,0.14307130200976712,0.9973039710366369,0.0,0.0,0.0733811239662815
20196608,4930,32,5.76,0,12,48,240,-0.004273743016759776,-0.4722067039106145,0,0,,0.034660721084843416,-0.01100650008965992,0.09283798882681564,0.9994382723784382,0.0,0.0,0.033513276551282264,0.03698699982068016,-0.012,0.056072625698324025,0.9999101165114841,0.0,0.0,-0.013407419512727909,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033718715976341115,-0.01100650008965992,0.14380813561428402,0.9972167098371257,0.0,0.0,0.07455758594279842
20200704,4931,32,5.88,0,12,49,245,-0.004050279329608938,-0.4762569832402234,0,0,,0.03455906532581809,-0.011011106978908147,0.09348044692737431,0.9994146255630119,0.0,0.0,0.03421120007752909,0.036977786042183707,-0.012,0.0560949720670391,0.9999063324132751,0.0,0.0,-0.013686723487857481,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03365755323707477,-0.011011106978908147,0.14454313027886406,0.9971298014475015,0.0,0.0,0.07571102340654318
20204800,4932,32,6.0,0,12,50,250,-0.0038268156424580996,-0.48008379888268155,0,0,,0.03445958181547794,-0.011016932179798367,0.09412290502793297,0.9993904913766268,0.0,0.0,0.034909106920464554,0.03696613564040327,-0.012,0.05611731843575419,0.9999024702973445,0.0,0.0,-0.013966026395080045,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033608550466847166,-0.011016932179798367,0.1452762575001572,0.9970433529033296,0.0,0.0,0.07684108556811672
20208896,4933,32,6.12,0,12,51,255,-0.0036033519553072633,-0.4836871508379888,0,0,,0.034362760655729636,-0.011023968515709947,0.09476536312849163,0.9993658698310521,0.0,0.0,0.035606996739749895,0.03695206296858011,-0.012,0.056139664804469275,0.9998985301639938,0.0,0.0,-0.014245328212602978,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033571638498841046,-0.011023968515709947,0.14600748935002827,0.9969574706645933,0.0,0.0,0.0779474289893939
20212992,4934,32,6.24,0,12,52,260,-0.0033798882681564234,-0.48706703910614524,0,0,,0.0342690788325062,-0.011032207317909486,0.09540782122905028,0.9993407609382947,0.0,0.0,0.03630486919505467,0.03693558536418103,-0.012,0.05616201117318436,0.9998945120135303,0.0,0.0,-0.014524628918633757,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03354663059383121,-0.011032207317909486,0.14673679848415902,0.9968722604847546,0.0,0.0,0.07902971767642568
20217088,4935,32,6.359999999999999,0,12,53,265,-0.0031564245810055853,-0.4902234636871508,0,0,,0.034178997865913066,-0.011041638436230667,0.09605027932960894,0.9993151647105991,0.0,0.0,0.03700272394605689,0.036916723127538666,-0.012,0.05618435754189944,0.9998904158462677,0.0,0.0,-0.014803928491379926,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033533227443644405,-0.011041638436230667,0.1474641581504713,0.9967878272807276,0.0,0.0,0.08008762316966647
20221184,4936,32,6.4799999999999995,0,12,54,270,-0.0029329608938547472,-0.49315642458100556,0,0,,0.034092961536566053,-0.011052250251579208,0.0966927374301676,0.9992890811604475,0.0,0.0,0.0377005606524432,0.03689549949684159,-0.012,0.056206703910614525,0.9998862416625254,0.0,0.0,-0.015083226909049131,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0335310233266023,-0.011052250251579208,0.14818954219736674,0.9967042750039249,0.0,0.0,0.08112082463153603
20225280,4937,32,6.6,0,12,55,275,-0.002709497206703909,-0.4958659217877095,0,0,,0.034011393699322226,-0.011064029690247532,0.09733519553072625,0.9992625103005597,0.0,0.0,0.03839837897390906,0.03687194061950494,-0.012,0.05622905027932961,0.9998819894626292,0.0,0.0,-0.015362524149849106,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03353951333276382,-0.011064029690247532,0.14891292508178272,0.9966217065125353,0.0,0.0,0.08212900893132573
20229376,4938,32,6.72,0,12,56,280,-0.002486033519553071,-0.49835195530726256,0,0,,0.03393469619517433,-0.011076962240021516,0.09797765363128491,0.999235452143893,0.0,0.0,0.03909617857015888,0.03684607551995697,-0.012,0.056251396648044696,0.9998776592469109,0.0,0.0,-0.015641820191987673,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.033558101565468706,-0.011076962240021516,0.14963428187705943,0.9965402234451861,0.0,0.0,0.08311187072746277
20233472,4939,32,6.84,0,12,57,285,-0.0022625698324022347,-0.5006145251396648,0,0,,0.03386324687159568,-0.011091031968059476,0.09862011173184357,0.9992079067036427,0.0,0.0,0.03979395910090621,0.036817936063881056,-0.012,0.056273743016759775,0.9998732510157082,0.0,0.0,-0.015921115013672753,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03358611021547169,-0.011091031968059476,0.15035358828061854,0.9964599260961453,0.0,0.0,0.08406911254714548
